id,foods,is_low_kcal,nutrients
562,jjampon,0,"carbohydrate, fats"
563,jjampon,0,"carbohydrate, fats"
564,jjampon,0,"carbohydrate, fats"
565,jjampon,0,"carbohydrate, fats"
566,pasta,0,"carbohydrate, fats"
567,pasta,0,"carbohydrate, fats"
568,pasta,0,"carbohydrate, fats"
569,pasta,0,"carbohydrate, fats"
570,pasta,0,"carbohydrate, fats"
571,pasta,0,"carbohydrate, fats"
572,pasta,0,"carbohydrate, fats"
573,pasta,0,"carbohydrate, fats"
574,pasta,0,"carbohydrate, fats"
575,pasta,0,"carbohydrate, fats"
576,pasta,0,"carbohydrate, fats"
577,pasta,0,"carbohydrate, fats"
578,pasta,0,"carbohydrate, fats"
579,pasta,0,"carbohydrate, fats"
580,pasta,0,"carbohydrate, fats"
581,pasta,0,"carbohydrate, fats"
582,pasta,0,"carbohydrate, fats"
583,pasta,0,"carbohydrate, fats"
584,pasta,0,"carbohydrate, fats"
585,pasta,0,"carbohydrate, fats"
586,pasta,0,"carbohydrate, fats"
587,pasta,0,"carbohydrate, fats"
588,pasta,0,"carbohydrate, fats"
589,pasta,0,"carbohydrate, fats"
590,pasta,0,"carbohydrate, fats"
591,pasta,0,"carbohydrate, fats"
592,pasta,0,"carbohydrate, fats"
593,pasta,0,"carbohydrate, fats"
594,pasta,0,"carbohydrate, fats"
595,pasta,0,"carbohydrate, fats"
596,pasta,0,"carbohydrate, fats"
597,pasta,0,"carbohydrate, fats"
598,pasta,0,"carbohydrate, fats"
599,pasta,0,"carbohydrate, fats"
600,pasta,0,"carbohydrate, fats"
601,pasta,0,"carbohydrate, fats"
602,pasta,0,"carbohydrate, fats"
603,pasta,0,"carbohydrate, fats"
604,bowl_of_rice,0,"carbohydrate, fats, protein"
605,bowl_of_rice,0,"carbohydrate, fats, protein"
606,bowl_of_rice,0,"carbohydrate, fats, protein"
607,bowl_of_rice,0,"carbohydrate, fats, protein"
608,bowl_of_rice,0,"carbohydrate, fats, protein"
609,bowl_of_rice,0,"carbohydrate, fats, protein"
610,bowl_of_rice,0,"carbohydrate, fats, protein"
611,bowl_of_rice,0,"carbohydrate, fats, protein"
612,bowl_of_rice,0,"carbohydrate, fats, protein"
613,bowl_of_rice,0,"carbohydrate, fats, protein"
614,bowl_of_rice,0,"carbohydrate, fats, protein"
615,bowl_of_rice,0,"carbohydrate, fats, protein"
616,bowl_of_rice,0,"carbohydrate, fats, protein"
617,bowl_of_rice,0,"carbohydrate, fats, protein"
618,bowl_of_rice,0,"carbohydrate, fats, protein"
619,bowl_of_rice,0,"carbohydrate, fats, protein"
620,bowl_of_rice,0,"carbohydrate, fats, protein"
621,bowl_of_rice,0,"carbohydrate, fats, protein"
622,bowl_of_rice,0,"carbohydrate, fats, protein"
623,bowl_of_rice,0,"carbohydrate, fats, protein"
624,bowl_of_rice,0,"carbohydrate, fats, protein"
625,bowl_of_rice,0,"carbohydrate, fats, protein"
626,bowl_of_rice,0,"carbohydrate, fats, protein"
627,bowl_of_rice,0,"carbohydrate, fats, protein"
628,bowl_of_rice,0,"carbohydrate, fats, protein"
629,bowl_of_rice,0,"carbohydrate, fats, protein"
630,bowl_of_rice,0,"carbohydrate, fats, protein"
631,bowl_of_rice,0,"carbohydrate, fats, protein"
632,bowl_of_rice,0,"carbohydrate, fats, protein"
633,bowl_of_rice,0,"carbohydrate, fats, protein"
634,bowl_of_rice,0,"carbohydrate, fats, protein"
635,bowl_of_rice,0,"carbohydrate, fats, protein"
636,bowl_of_rice,0,"carbohydrate, fats, protein"
637,bowl_of_rice,0,"carbohydrate, fats, protein"
638,bowl_of_rice,0,"carbohydrate, fats, protein"
639,bowl_of_rice,0,"carbohydrate, fats, protein"
640,bowl_of_rice,0,"carbohydrate, fats, protein"
641,cutlet,0,"carbohydrate, fats, protein"
642,cutlet,0,"carbohydrate, fats, protein"
643,cutlet,0,"carbohydrate, fats, protein"
644,cutlet,0,"carbohydrate, fats, protein"
645,cutlet,0,"carbohydrate, fats, protein"
646,cutlet,0,"carbohydrate, fats, protein"
647,cutlet,0,"carbohydrate, fats, protein"
648,cutlet,0,"carbohydrate, fats, protein"
649,cutlet,0,"carbohydrate, fats, protein"
650,cutlet,0,"carbohydrate, fats, protein"
651,cutlet,0,"carbohydrate, fats, protein"
652,cutlet,0,"carbohydrate, fats, protein"
653,cutlet,0,"carbohydrate, fats, protein"
654,cutlet,0,"carbohydrate, fats, protein"
655,cutlet,0,"carbohydrate, fats, protein"
656,cutlet,0,"carbohydrate, fats, protein"
657,cutlet,0,"carbohydrate, fats, protein"
658,cutlet,0,"carbohydrate, fats, protein"
659,cutlet,0,"carbohydrate, fats, protein"
660,cutlet,0,"carbohydrate, fats, protein"
661,cutlet,0,"carbohydrate, fats, protein"
662,cutlet,0,"carbohydrate, fats, protein"
663,cutlet,0,"carbohydrate, fats, protein"
664,cutlet,0,"carbohydrate, fats, protein"
665,cutlet,0,"carbohydrate, fats, protein"
666,cutlet,0,"carbohydrate, fats, protein"
667,cutlet,0,"carbohydrate, fats, protein"
668,cutlet,0,"carbohydrate, fats, protein"
669,cutlet,0,"carbohydrate, fats, protein"
670,cutlet,0,"carbohydrate, fats, protein"
671,cutlet,0,"carbohydrate, fats, protein"
672,cutlet,0,"carbohydrate, fats, protein"
673,cutlet,0,"carbohydrate, fats, protein"
674,cutlet,0,"carbohydrate, fats, protein"
675,cutlet,0,"carbohydrate, fats, protein"
676,cutlet,0,"carbohydrate, fats, protein"
677,cutlet,0,"carbohydrate, fats, protein"
678,cutlet,0,"carbohydrate, fats, protein"
679,fried_rice,0,"carbohydrate, fats"
680,fried_rice,0,"carbohydrate, fats"
681,fried_rice,0,"carbohydrate, fats"
682,fried_rice,0,"carbohydrate, fats"
683,fried_rice,0,"carbohydrate, fats"
684,fried_rice,0,"carbohydrate, fats"
685,fried_rice,0,"carbohydrate, fats"
686,fried_rice,0,"carbohydrate, fats"
687,fried_rice,0,"carbohydrate, fats"
688,fried_rice,0,"carbohydrate, fats"
689,fried_rice,0,"carbohydrate, fats"
690,fried_rice,0,"carbohydrate, fats"
691,fried_rice,0,"carbohydrate, fats"
692,fried_rice,0,"carbohydrate, fats"
693,fried_rice,0,"carbohydrate, fats"
694,fried_rice,0,"carbohydrate, fats"
695,fried_rice,0,"carbohydrate, fats"
696,fried_rice,0,"carbohydrate, fats"
697,fried_rice,0,"carbohydrate, fats"
698,fried_rice,0,"carbohydrate, fats"
699,fried_rice,0,"carbohydrate, fats"
700,fried_rice,0,"carbohydrate, fats"
701,fried_rice,0,"carbohydrate, fats"
702,fried_rice,0,"carbohydrate, fats"
703,fried_rice,0,"carbohydrate, fats"
704,fried_rice,0,"carbohydrate, fats"
705,fried_rice,0,"carbohydrate, fats"
706,fried_rice,0,"carbohydrate, fats"
707,fried_rice,0,"carbohydrate, fats"
708,fried_rice,0,"carbohydrate, fats"
709,fried_rice,0,"carbohydrate, fats"
710,fried_rice,0,"carbohydrate, fats"
711,fried_rice,0,"carbohydrate, fats"
712,fried_rice,0,"carbohydrate, fats"
713,fried_rice,0,"carbohydrate, fats"
714,fried_rice,0,"carbohydrate, fats"
715,fried_rice,0,"carbohydrate, fats"
716,fried_rice,0,"carbohydrate, fats"
717,omelet_rice,0,"carbohydrate, fats,protein"
718,omelet_rice,0,"carbohydrate, fats,protein"
719,omelet_rice,0,"carbohydrate, fats,protein"
720,omelet_rice,0,"carbohydrate, fats,protein"
721,omelet_rice,0,"carbohydrate, fats,protein"
722,omelet_rice,0,"carbohydrate, fats,protein"
723,omelet_rice,0,"carbohydrate, fats,protein"
724,omelet_rice,0,"carbohydrate, fats,protein"
725,omelet_rice,0,"carbohydrate, fats,protein"
726,omelet_rice,0,"carbohydrate, fats,protein"
727,omelet_rice,0,"carbohydrate, fats,protein"
728,omelet_rice,0,"carbohydrate, fats,protein"
729,omelet_rice,0,"carbohydrate, fats,protein"
730,omelet_rice,0,"carbohydrate, fats,protein"
731,omelet_rice,0,"carbohydrate, fats,protein"
732,omelet_rice,0,"carbohydrate, fats,protein"
733,omelet_rice,0,"carbohydrate, fats,protein"
734,omelet_rice,0,"carbohydrate, fats,protein"
735,omelet_rice,0,"carbohydrate, fats,protein"
736,omelet_rice,0,"carbohydrate, fats,protein"
737,omelet_rice,0,"carbohydrate, fats,protein"
738,omelet_rice,0,"carbohydrate, fats,protein"
739,omelet_rice,0,"carbohydrate, fats,protein"
740,omelet_rice,0,"carbohydrate, fats,protein"
741,omelet_rice,0,"carbohydrate, fats,protein"
742,omelet_rice,0,"carbohydrate, fats,protein"
743,omelet_rice,0,"carbohydrate, fats,protein"
744,omelet_rice,0,"carbohydrate, fats,protein"
745,omelet_rice,0,"carbohydrate, fats,protein"
746,omelet_rice,0,"carbohydrate, fats,protein"
747,omelet_rice,0,"carbohydrate, fats,protein"
748,omelet_rice,0,"carbohydrate, fats,protein"
749,omelet_rice,0,"carbohydrate, fats,protein"
750,omelet_rice,0,"carbohydrate, fats,protein"
751,omelet_rice,0,"carbohydrate, fats,protein"
752,omelet_rice,0,"carbohydrate, fats,protein"
753,korean_table_d'hote,0,"carbohydrate, fats,protein"
754,korean_table_d'hote,0,"carbohydrate, fats,protein"
755,korean_table_d'hote,0,"carbohydrate, fats,protein"
756,korean_table_d'hote,0,"carbohydrate, fats,protein"
757,korean_table_d'hote,0,"carbohydrate, fats,protein"
758,korean_table_d'hote,0,"carbohydrate, fats,protein"
759,korean_table_d'hote,0,"carbohydrate, fats,protein"
760,korean_table_d'hote,0,"carbohydrate, fats,protein"
761,korean_table_d'hote,0,"carbohydrate, fats,protein"
762,korean_table_d'hote,0,"carbohydrate, fats,protein"
763,korean_table_d'hote,0,"carbohydrate, fats,protein"
764,korean_table_d'hote,0,"carbohydrate, fats,protein"
765,korean_table_d'hote,0,"carbohydrate, fats,protein"
766,korean_table_d'hote,0,"carbohydrate, fats,protein"
767,korean_table_d'hote,0,"carbohydrate, fats,protein"
768,korean_table_d'hote,0,"carbohydrate, fats,protein"
769,korean_table_d'hote,0,"carbohydrate, fats,protein"
770,korean_table_d'hote,0,"carbohydrate, fats,protein"
771,korean_table_d'hote,0,"carbohydrate, fats,protein"
772,korean_table_d'hote,0,"carbohydrate, fats,protein"
773,korean_table_d'hote,0,"carbohydrate, fats,protein"
774,korean_table_d'hote,0,"carbohydrate, fats,protein"
775,korean_table_d'hote,0,"carbohydrate, fats,protein"
776,korean_table_d'hote,0,"carbohydrate, fats,protein"
777,korean_table_d'hote,0,"carbohydrate, fats,protein"
778,korean_table_d'hote,0,"carbohydrate, fats,protein"
779,korean_table_d'hote,0,"carbohydrate, fats,protein"
780,korean_table_d'hote,0,"carbohydrate, fats,protein"
781,korean_table_d'hote,0,"carbohydrate, fats,protein"
782,korean_table_d'hote,0,"carbohydrate, fats,protein"
783,korean_table_d'hote,0,"carbohydrate, fats,protein"
784,korean_table_d'hote,0,"carbohydrate, fats,protein"
785,korean_table_d'hote,0,"carbohydrate, fats,protein"
786,korean_table_d'hote,0,"carbohydrate, fats,protein"
787,korean_table_d'hote,0,"carbohydrate, fats,protein"
788,korean_table_d'hote,0,"carbohydrate, fats,protein"
789,korean_table_d'hote,0,"carbohydrate, fats,protein"
790,korean_table_d'hote,0,"carbohydrate, fats,protein"
791,french_fries,0,"carbohydrate, fats"
792,french_fries,0,"carbohydrate, fats"
793,french_fries,0,"carbohydrate, fats"
794,french_fries,0,"carbohydrate, fats"
795,french_fries,0,"carbohydrate, fats"
796,french_fries,0,"carbohydrate, fats"
797,french_fries,0,"carbohydrate, fats"
798,french_fries,0,"carbohydrate, fats"
799,french_fries,0,"carbohydrate, fats"
800,french_fries,0,"carbohydrate, fats"
801,french_fries,0,"carbohydrate, fats"
802,french_fries,0,"carbohydrate, fats"
803,french_fries,0,"carbohydrate, fats"
804,french_fries,0,"carbohydrate, fats"
805,french_fries,0,"carbohydrate, fats"
806,french_fries,0,"carbohydrate, fats"
807,french_fries,0,"carbohydrate, fats"
808,french_fries,0,"carbohydrate, fats"
809,french_fries,0,"carbohydrate, fats"
810,french_fries,0,"carbohydrate, fats"
811,french_fries,0,"carbohydrate, fats"
812,french_fries,0,"carbohydrate, fats"
813,french_fries,0,"carbohydrate, fats"
814,french_fries,0,"carbohydrate, fats"
815,french_fries,0,"carbohydrate, fats"
816,french_fries,0,"carbohydrate, fats"
817,french_fries,0,"carbohydrate, fats"
818,french_fries,0,"carbohydrate, fats"
819,french_fries,0,"carbohydrate, fats"
820,french_fries,0,"carbohydrate, fats"
821,french_fries,0,"carbohydrate, fats"
822,french_fries,0,"carbohydrate, fats"
823,french_fries,0,"carbohydrate, fats"
824,french_fries,0,"carbohydrate, fats"
825,french_fries,0,"carbohydrate, fats"
826,french_fries,0,"carbohydrate, fats"
827,french_fries,0,"carbohydrate, fats"
828,french_fries,0,"carbohydrate, fats"
829,stir_fried_ricecake,1,carbohydrate
830,stir_fried_ricecake,1,carbohydrate
831,stir_fried_ricecake,1,carbohydrate
832,stir_fried_ricecake,1,carbohydrate
833,stir_fried_ricecake,1,carbohydrate
834,stir_fried_ricecake,1,carbohydrate
835,stir_fried_ricecake,1,carbohydrate
836,stir_fried_ricecake,1,carbohydrate
837,stir_fried_ricecake,1,carbohydrate
838,stir_fried_ricecake,1,carbohydrate
839,stir_fried_ricecake,1,carbohydrate
840,stir_fried_ricecake,1,carbohydrate
841,stir_fried_ricecake,1,carbohydrate
842,stir_fried_ricecake,1,carbohydrate
843,stir_fried_ricecake,1,carbohydrate
844,stir_fried_ricecake,1,carbohydrate
845,stir_fried_ricecake,1,carbohydrate
846,stir_fried_ricecake,1,carbohydrate
847,stir_fried_ricecake,1,carbohydrate
848,stir_fried_ricecake,1,carbohydrate
849,stir_fried_ricecake,1,carbohydrate
850,stir_fried_ricecake,1,carbohydrate
851,stir_fried_ricecake,1,carbohydrate
852,stir_fried_ricecake,1,carbohydrate
853,stir_fried_ricecake,1,carbohydrate
854,stir_fried_ricecake,1,carbohydrate
855,stir_fried_ricecake,1,carbohydrate
856,stir_fried_ricecake,1,carbohydrate
857,stir_fried_ricecake,1,carbohydrate
858,stir_fried_ricecake,1,carbohydrate
859,stir_fried_ricecake,1,carbohydrate
860,stir_fried_ricecake,1,carbohydrate
861,stir_fried_ricecake,1,carbohydrate
862,stir_fried_ricecake,1,carbohydrate
863,stir_fried_ricecake,1,carbohydrate
864,stir_fried_ricecake,1,carbohydrate
865,stir_fried_ricecake,1,carbohydrate
866,stir_fried_ricecake,1,carbohydrate
867,fried_chicken,0,"fats, protein"
868,fried_chicken,0,"fats, protein"
869,fried_chicken,0,"fats, protein"
870,fried_chicken,0,"fats, protein"
871,fried_chicken,0,"fats, protein"
872,fried_chicken,0,"fats, protein"
873,fried_chicken,0,"fats, protein"
874,fried_chicken,0,"fats, protein"
875,fried_chicken,0,"fats, protein"
876,fried_chicken,0,"fats, protein"
877,fried_chicken,0,"fats, protein"
878,fried_chicken,0,"fats, protein"
879,fried_chicken,0,"fats, protein"
880,fried_chicken,0,"fats, protein"
881,fried_chicken,0,"fats, protein"
882,fried_chicken,0,"fats, protein"
883,fried_chicken,0,"fats, protein"
884,fried_chicken,0,"fats, protein"
885,fried_chicken,0,"fats, protein"
886,fried_chicken,0,"fats, protein"
887,fried_chicken,0,"fats, protein"
888,fried_chicken,0,"fats, protein"
889,fried_chicken,0,"fats, protein"
890,fried_chicken,0,"fats, protein"
891,fried_chicken,0,"fats, protein"
892,fried_chicken,0,"fats, protein"
893,fried_chicken,0,"fats, protein"
894,fried_chicken,0,"fats, protein"
895,fried_chicken,0,"fats, protein"
896,fried_chicken,0,"fats, protein"
897,fried_chicken,0,"fats, protein"
898,fried_chicken,0,"fats, protein"
899,fried_chicken,0,"fats, protein"
900,fried_chicken,0,"fats, protein"
901,fried_chicken,0,"fats, protein"
902,fried_chicken,0,"fats, protein"
903,fried_chicken,0,"fats, protein"
904,fried_chicken,0,"fats, protein"
905,pizza,0,"fats, protein"
906,pizza,0,"fats, protein"
907,pizza,0,"fats, protein"
908,pizza,0,"fats, protein"
909,pizza,0,"fats, protein"
910,pizza,0,"fats, protein"
911,pizza,0,"fats, protein"
912,pizza,0,"fats, protein"
913,pizza,0,"fats, protein"
914,pizza,0,"fats, protein"
915,pizza,0,"fats, protein"
916,pizza,0,"fats, protein"
917,pizza,0,"fats, protein"
918,pizza,0,"fats, protein"
919,pizza,0,"fats, protein"
920,pizza,0,"fats, protein"
921,pizza,0,"fats, protein"
922,pizza,0,"fats, protein"
923,pizza,0,"fats, protein"
924,pizza,0,"fats, protein"
925,pizza,0,"fats, protein"
926,pizza,0,"fats, protein"
927,pizza,0,"fats, protein"
928,pizza,0,"fats, protein"
929,pizza,0,"fats, protein"
930,pizza,0,"fats, protein"
931,pizza,0,"fats, protein"
932,pizza,0,"fats, protein"
933,pizza,0,"fats, protein"
934,pizza,0,"fats, protein"
935,pizza,0,"fats, protein"
936,pizza,0,"fats, protein"
937,pizza,0,"fats, protein"
938,pizza,0,"fats, protein"
939,pizza,0,"fats, protein"
940,pizza,0,"fats, protein"
941,pizza,0,"fats, protein"
942,pizza,0,"fats, protein"
943,hamburger,0,"fats, protein,carbohydrate"
944,hamburger,0,"fats, protein,carbohydrate"
945,hamburger,0,"fats, protein,carbohydrate"
946,hamburger,0,"fats, protein,carbohydrate"
947,hamburger,0,"fats, protein,carbohydrate"
948,hamburger,0,"fats, protein,carbohydrate"
949,hamburger,0,"fats, protein,carbohydrate"
950,hamburger,0,"fats, protein,carbohydrate"
951,hamburger,0,"fats, protein,carbohydrate"
952,hamburger,0,"fats, protein,carbohydrate"
953,hamburger,0,"fats, protein,carbohydrate"
954,hamburger,0,"fats, protein,carbohydrate"
955,hamburger,0,"fats, protein,carbohydrate"
956,hamburger,0,"fats, protein,carbohydrate"
957,hamburger,0,"fats, protein,carbohydrate"
958,hamburger,0,"fats, protein,carbohydrate"
959,hamburger,0,"fats, protein,carbohydrate"
960,hamburger,0,"fats, protein,carbohydrate"
961,hamburger,0,"fats, protein,carbohydrate"
962,hamburger,0,"fats, protein,carbohydrate"
963,hamburger,0,"fats, protein,carbohydrate"
964,hamburger,0,"fats, protein,carbohydrate"
965,hamburger,0,"fats, protein,carbohydrate"
966,hamburger,0,"fats, protein,carbohydrate"
967,hamburger,0,"fats, protein,carbohydrate"
968,hamburger,0,"fats, protein,carbohydrate"
969,hamburger,0,"fats, protein,carbohydrate"
970,hamburger,0,"fats, protein,carbohydrate"
971,hamburger,0,"fats, protein,carbohydrate"
972,hamburger,0,"fats, protein,carbohydrate"
973,hamburger,0,"fats, protein,carbohydrate"
974,hamburger,0,"fats, protein,carbohydrate"
975,hamburger,0,"fats, protein,carbohydrate"
976,hamburger,0,"fats, protein,carbohydrate"
977,hamburger,0,"fats, protein,carbohydrate"
978,hamburger,0,"fats, protein,carbohydrate"
